Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2014/2015;71;Villapizzone - Cagnola - Boldinasco;2115;1329;786;
2014/2015;72;Maggiore - Musocco - Certosa;240;187;53;
2014/2015;73;Cascina Merlata;;;;
2014/2015;74;Roserio;;;;
2014/2015;75;Stephenson;;;;
2014/2015;76;Quarto Oggiaro - Vialba - Musocco;1054;736;318;
2014/2015;77;Bovisa;683;411;272;
2014/2015;78;Farini;;;;
2014/2015;79;Dergano;1001;649;352;
2014/2015;80;Affori;1028;644;384;
2014/2015;81;Bovisasca;209;156;53;
2014/2015;82;Comasina;465;303;162;
2014/2015;83;Bruzzano;599;420;179;
2014/2015;84;Parco Nord;155;153;2;
2014/2015;85;Parco delle Abbazie;;;;
2014/2015;86;Parco dei Navigli;;;;
2014/2015;87;Assiano;;;;
2014/2015;88;Parco Bosco in citta';;;;
2015/2016;1;Duomo;1268;1186;82;
2015/2016;2;Brera;1128;1007;121;
2015/2016;3;Giardini P.ta Venezia;;;;
2015/2016;4;Guastalla;1224;1175;49;
2015/2016;5;Porta Vigentina - Porta Lodovica;1063;1006;57;
2015/2016;6;Porta Ticinese - Conca del Naviglio;715;591;124;
2015/2016;7;Magenta - S.Vittore;1702;1613;89;
2015/2016;8;Parco Sempione;;;;
2015/2016;9;Porta Garibaldi - Porta Nuova;;;;
2015/2016;10;Stazione Centrale - Ponte Seveso;786;716;70;
2015/2016;11;Isola;716;635;81;
2015/2016;12;Maciachini - Maggiolina;1377;1038;339;
2015/2016;13;Greco - Segnano;567;392;175;
2015/2016;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1735;1504;231;
2015/2016;15;Bicocca;;;;
2015/2016;16;Gorla - Precotto;1471;1033;438;
2015/2016;17;Adriano;429;326;103;
2015/2016;18;Cimiano - Rottole - Q.re Feltre;1085;809;276;
2015/2016;19;Padova - Turro - Crescenzago;1255;814;441;
2015/2016;20;Loreto - Casoretto - NoLo;1717;1109;608;
2015/2016;21;Buenos Aires - Porta Venezia - Porta Monforte;1984;1742;242;
2015/2016;22;Citta' studi;2289;2078;211;
2015/2016;23;Lambrate - Ortica;820;702;118;
2015/2016;24;Parco Forlanini - Cavriano;;;;
2015/2016;25;Corsica;709;602;107;
2016/2017;1;Duomo;1236;1155;81;
2016/2017;2;Brera;1101;1008;93;
2016/2017;3;Giardini P.ta Venezia;;;;
2016/2017;4;Guastalla;1229;1186;43;
2016/2017;5;Porta Vigentina - Porta Lodovica;1063;1002;61;
2016/2017;6;Porta Ticinese - Conca del Naviglio;748;633;115;
2016/2017;7;Magenta - S.Vittore;1757;1658;98;1
2016/2017;8;Parco Sempione;;;;
2016/2017;9;Porta Garibaldi - Porta Nuova;;;;
2016/2017;10;Stazione Centrale - Ponte Seveso;789;725;64;
2016/2017;11;Isola;816;702;114;
2016/2017;12;Maciachini - Maggiolina;1365;1002;362;1
2016/2017;13;Greco - Segnano;568;390;178;
2016/2017;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1787;1542;245;
2016/2017;15;Bicocca;;;;
2016/2017;16;Gorla - Precotto;1483;1020;461;2
2016/2017;17;Adriano;437;322;115;
2016/2017;18;Cimiano - Rottole - Q.re Feltre;1073;794;279;
2016/2017;19;Padova - Turro - Crescenzago;1292;818;474;
2016/2017;20;Loreto - Casoretto - NoLo;1734;1136;598;
2016/2017;21;Buenos Aires - Porta Venezia - Porta Monforte;1985;1743;241;1
2016/2017;22;Citta' studi;2292;2069;223;
2016/2017;23;Lambrate - Ortica;845;725;120;
2016/2017;24;Parco Forlanini - Cavriano;;;;
2016/2017;25;Corsica;739;643;95;1
2016/2017;26;XXII Marzo;1334;1176;158;
2016/2017;27;Pta Romana;335;303;32;
2016/2017;28;Umbria - Molise - Calvairate;435;356;79;
2016/2017;29;Ortomercato;331;131;199;1
2016/2017;30;Taliedo - Morsenchio - Q.re Forlanini;830;647;182;1
2016/2017;31;Monlue' - Ponte Lambro;214;114;100;
2016/2017;32;Triulzo Superiore;;;;
2016/2017;33;Rogoredo - Santa Giulia;442;336;106;
2016/2017;34;Chiaravalle;;;;
2016/2017;35;Lodi - Corvetto;1962;1400;559;3
2016/2017;36;Scalo Romana;324;218;106;
2016/2017;37;Morivione;339;274;65;
2016/2017;38;Vigentino - Q.re Fatima;689;538;150;1
2016/2017;39;Quintosole;;;;
2016/2017;40;Ronchetto delle Rane;;;;
2016/2017;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;939;697;241;1
2016/2017;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1215;913;300;2
2016/2017;43;Tibaldi;304;299;5;
2016/2017;44;Porta Ticinese - Conchetta;337;287;50;
2016/2017;45;Moncucco - San Cristoforo;318;229;89;
2016/2017;46;Barona;418;277;140;1
2016/2017;47;Cantalupa;;;;
2016/2017;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;1008;815;191;2
2016/2017;49;Giambellino;680;409;271;
2016/2017;50;Porta Genova;720;667;53;
2016/2017;51;Porta Magenta;983;924;59;
2016/2017;52;Bande Nere;2088;1750;334;4
2016/2017;53;Lorenteggio;1151;845;306;
2016/2017;54;Muggiano;98;86;12;
2016/2017;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1146;881;265;
2016/2017;56;Forze Armate;1065;840;224;1
2016/2017;57;San Siro;442;174;268;
2016/2017;58;De Angeli - Monte Rosa;187;182;5;
2016/2017;59;Tre Torri;;;;
2016/2017;60;Stadio - Ippodromi;1771;1041;729;1
2016/2017;61;Quarto Cagnino;241;203;38;
2016/2017;62;Quinto Romano;139;108;31;
2016/2017;63;Figino;167;127;40;
2016/2017;64;Trenno;;;;
2016/2017;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1349;1184;163;2
2016/2017;66;QT 8;351;330;21;
2016/2017;67;Portello;934;864;70;
2016/2017;68;Pagano;891;844;47;
2016/2017;69;Sarpi;1569;1283;286;
2016/2017;70;Ghisolfa;;;;
2016/2017;71;Villapizzone - Cagnola - Boldinasco;2174;1400;771;3
2016/2017;72;Maggiore - Musocco - Certosa;261;207;54;
2016/2017;73;Cascina Merlata;;;;
2016/2017;74;Roserio;;;;
2016/2017;75;Stephenson;;;;
2016/2017;76;Quarto Oggiaro - Vialba - Musocco;1050;709;341;
2016/2017;77;Bovisa;731;461;270;
2016/2017;78;Farini;;;;
2016/2017;79;Dergano;1016;645;371;
2016/2017;80;Affori;1074;643;431;
2016/2017;81;Bovisasca;214;167;47;
2016/2017;82;Comasina;452;303;149;
2016/2017;83;Bruzzano;620;456;163;1
2016/2017;84;Parco Nord;120;120;;
2016/2017;85;Parco delle Abbazie;;;;
2016/2017;86;Parco dei Navigli;;;;
2016/2017;87;Assiano;;;;
2016/2017;88;Parco Bosco in citta';;;;
2017/2018;1;Duomo;1187;1086;100;1
2017/2018;2;Brera;1120;1025;95;
2017/2018;3;Giardini P.ta Venezia;;;;
2017/2018;4;Guastalla;1256;1206;50;
2017/2018;5;Porta Vigentina - Porta Lodovica;1021;961;59;1
2017/2018;6;Porta Ticinese - Conca del Naviglio;787;665;122;
2017/2018;7;Magenta - S.Vittore;1746;1633;112;1
2017/2018;8;Parco Sempione;;;;
2017/2018;9;Porta Garibaldi - Porta Nuova;;;;
2017/2018;10;Stazione Centrale - Ponte Seveso;806;742;62;2
2017/2018;11;Isola;868;748;120;
2017/2018;12;Maciachini - Maggiolina;1382;1016;362;4
2017/2018;13;Greco - Segnano;619;419;200;
2017/2018;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1751;1475;275;1
2017/2018;15;Bicocca;;;;
2017/2018;16;Gorla - Precotto;1481;990;487;4
2017/2018;17;Adriano;487;347;138;2
2017/2018;18;Cimiano - Rottole - Q.re Feltre;1085;793;291;1
2017/2018;19;Padova - Turro - Crescenzago;1252;773;479;
2017/2018;20;Loreto - Casoretto - NoLo;1754;1119;634;1
2017/2018;21;Buenos Aires - Porta Venezia - Porta Monforte;1989;1751;235;3
2017/2018;22;Citta' studi;2248;2042;205;1
2017/2018;23;Lambrate - Ortica;836;716;120;
2017/2018;24;Parco Forlanini - Cavriano;;;;
2017/2018;25;Corsica;795;690;104;1
2017/2018;26;XXII Marzo;1315;1141;174;
2017/2018;27;Pta Romana;300;270;29;1
2017/2018;28;Umbria - Molise - Calvairate;431;342;89;
2017/2018;29;Ortomercato;319;127;191;1
2017/2018;30;Taliedo - Morsenchio - Q.re Forlanini;800;616;183;1
2017/2018;31;Monlue' - Ponte Lambro;213;110;103;
2017/2018;32;Triulzo Superiore;;;;
2017/2018;33;Rogoredo - Santa Giulia;428;333;95;
2017/2018;34;Chiaravalle;;;;
2017/2018;35;Lodi - Corvetto;1896;1323;567;6
2017/2018;36;Scalo Romana;328;229;98;1
2017/2018;37;Morivione;366;293;73;
2017/2018;38;Vigentino - Q.re Fatima;689;542;145;2
2017/2018;39;Quintosole;;;;
2017/2018;40;Ronchetto delle Rane;;;;
2017/2018;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;904;654;247;3
2017/2018;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1173;848;320;5
2017/2018;43;Tibaldi;313;308;5;
2017/2018;44;Porta Ticinese - Conchetta;349;298;51;
2017/2018;45;Moncucco - San Cristoforo;314;231;83;
2017/2018;46;Barona;417;274;142;1
2017/2018;47;Cantalupa;;;;
2017/2018;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;1022;832;189;1
2017/2018;49;Giambellino;661;387;273;1
2017/2018;50;Porta Genova;729;666;62;1
2017/2018;51;Porta Magenta;995;929;64;2
2017/2018;52;Bande Nere;2092;1704;383;5
2017/2018;53;Lorenteggio;1157;817;340;
2017/2018;54;Muggiano;98;90;8;
2017/2018;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1135;848;285;2
2017/2018;56;Forze Armate;1094;849;244;1
2017/2018;57;San Siro;477;180;297;
2017/2018;58;De Angeli - Monte Rosa;196;188;8;
2017/2018;59;Tre Torri;;;;
2017/2018;60;Stadio - Ippodromi;1799;1022;773;4
2017/2018;61;Quarto Cagnino;290;234;55;1
2017/2018;62;Quinto Romano;128;102;26;
2017/2018;63;Figino;156;116;40;
2017/2018;64;Trenno;;;;
2017/2018;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1368;1196;168;4
2017/2018;66;QT 8;337;316;21;
2017/2018;67;Portello;994;923;71;
2017/2018;68;Pagano;876;833;43;
2017/2018;69;Sarpi;1542;1258;283;1
2017/2018;70;Ghisolfa;;;;
2017/2018;71;Villapizzone - Cagnola - Boldinasco;2186;1377;804;5
2017/2018;72;Maggiore - Musocco - Certosa;288;216;72;
2017/2018;73;Cascina Merlata;;;;
2017/2018;74;Roserio;;;;
2017/2018;75;Stephenson;;;;
2017/2018;76;Quarto Oggiaro - Vialba - Musocco;1012;649;363;
2017/2018;77;Bovisa;753;484;269;
2017/2018;78;Farini;;;;
2017/2018;79;Dergano;1011;628;382;1
2017/2018;80;Affori;1090;635;453;2
2017/2018;81;Bovisasca;221;165;56;
2017/2018;82;Comasina;444;288;155;1
2017/2018;83;Bruzzano;635;460;173;2
2017/2018;84;Parco Nord;98;94;4;
2017/2018;85;Parco delle Abbazie;;;;
2017/2018;86;Parco dei Navigli;;;;
2017/2018;87;Assiano;;;;
2017/2018;88;Parco Bosco in citta';;;;
2018/2019;1;Duomo;1168;1059;108;1
2018/2019;2;Brera;1122;1019;102;1
2018/2019;3;Giardini P.ta Venezia;;;;
2018/2019;4;Guastalla;1294;1234;60;
2018/2019;5;Porta Vigentina - Porta Lodovica;977;913;63;1
2018/2019;6;Porta Ticinese - Conca del Naviglio;811;686;125;
2018/2019;7;Magenta - S.Vittore;1731;1636;94;1
2018/2019;8;Parco Sempione;;;;
2018/2019;9;Porta Garibaldi - Porta Nuova;;;;
2018/2019;10;Stazione Centrale - Ponte Seveso;824;761;63;
2018/2019;11;Isola;893;760;133;
2018/2019;12;Maciachini - Maggiolina;1346;969;373;4
2018/2019;13;Greco - Segnano;631;422;209;
2018/2019;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1796;1523;272;1
2018/2019;15;Bicocca;;;;
2018/2019;16;Gorla - Precotto;1457;940;513;4
2018/2019;17;Adriano;492;344;147;1
2018/2019;18;Cimiano - Rottole - Q.re Feltre;1078;779;297;2
2018/2019;19;Padova - Turro - Crescenzago;1279;753;525;1
2018/2019;20;Loreto - Casoretto - NoLo;1769;1109;657;3
2018/2019;21;Buenos Aires - Porta Venezia - Porta Monforte;1978;1733;241;4
2018/2019;22;Citta' studi;2267;2061;205;1
2018/2019;23;Lambrate - Ortica;834;728;106;
2018/2019;24;Parco Forlanini - Cavriano;;;;
2018/2019;25;Corsica;800;697;102;1
2018/2019;26;XXII Marzo;1336;1160;176;
2018/2019;27;Pta Romana;319;285;33;1
2018/2019;28;Umbria - Molise - Calvairate;456;348;106;2
2018/2019;29;Ortomercato;344;126;217;1
2018/2019;30;Taliedo - Morsenchio - Q.re Forlanini;817;614;200;3
2018/2019;31;Monlue' - Ponte Lambro;204;104;100;
2018/2019;32;Triulzo Superiore;;;;
2018/2019;33;Rogoredo - Santa Giulia;433;315;117;1
2018/2019;34;Chiaravalle;;;;
2018/2019;35;Lodi - Corvetto;1831;1230;594;7
2018/2019;36;Scalo Romana;329;226;102;1
2018/2019;37;Morivione;418;339;79;
2018/2019;38;Vigentino - Q.re Fatima;702;552;148;2
2018/2019;39;Quintosole;;;;
2018/2019;40;Ronchetto delle Rane;;;;
2018/2019;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;868;629;237;2
2018/2019;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1213;864;345;4
2018/2019;43;Tibaldi;310;305;5;
2018/2019;44;Porta Ticinese - Conchetta;331;278;53;
2018/2019;45;Moncucco - San Cristoforo;325;241;83;1
2018/2019;46;Barona;399;242;155;2
2018/2019;47;Cantalupa;;;;
2018/2019;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;1022;819;202;1
2018/2019;49;Giambellino;681;363;317;1
2018/2019;50;Porta Genova;748;669;75;4
2018/2019;51;Porta Magenta;992;929;61;2
2018/2019;52;Bande Nere;2045;1642;398;5
2018/2019;53;Lorenteggio;1106;781;323;2
2018/2019;54;Muggiano;101;90;11;
2018/2019;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1085;770;312;3
2018/2019;56;Forze Armate;1119;847;271;1
2018/2019;57;San Siro;511;166;343;2
2018/2019;58;De Angeli - Monte Rosa;184;171;13;
2018/2019;59;Tre Torri;;;;
2018/2019;60;Stadio - Ippodromi;1680;915;761;4
2018/2019;61;Quarto Cagnino;280;231;48;1
2018/2019;62;Quinto Romano;130;103;27;
2018/2019;63;Figino;162;118;44;
2018/2019;64;Trenno;;;;
2018/2019;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1382;1178;200;4
2018/2019;66;QT 8;322;295;27;
2018/2019;67;Portello;1016;939;77;
2018/2019;68;Pagano;901;855;46;
2018/2019;69;Sarpi;1532;1252;279;1
2018/2019;70;Ghisolfa;;;;
2018/2019;71;Villapizzone - Cagnola - Boldinasco;2144;1310;829;5
2018/2019;72;Maggiore - Musocco - Certosa;293;217;76;
2018/2019;73;Cascina Merlata;;;;
2018/2019;74;Roserio;;;;
2018/2019;75;Stephenson;;;;
2018/2019;76;Quarto Oggiaro - Vialba - Musocco;1030;653;376;1
2018/2019;77;Bovisa;716;459;257;
2018/2019;78;Farini;;;;
2018/2019;79;Dergano;1033;617;415;1
2018/2019;80;Affori;1086;611;470;5
2018/2019;81;Bovisasca;218;156;62;
2018/2019;82;Comasina;461;290;170;1
2018/2019;83;Bruzzano;633;443;189;1
2018/2019;84;Parco Nord;88;84;4;
2018/2019;85;Parco delle Abbazie;;;;
2018/2019;86;Parco dei Navigli;;;;
2018/2019;87;Assiano;;;;
2018/2019;88;Parco Bosco in citta';;;;
2019/2020;1;Duomo;1150;1036;113;1
2019/2020;2;Brera;1147;1037;109;1
2019/2020;3;Giardini P.ta Venezia;;;;
2019/2020;4;Guastalla;1316;1252;64;
2019/2020;5;Porta Vigentina - Porta Lodovica;942;875;65;2
2019/2020;6;Porta Ticinese - Conca del Naviglio;790;674;115;1
2019/2020;7;Magenta - S.Vittore;1736;1634;98;4
2019/2020;8;Parco Sempione;;;;
2019/2020;9;Porta Garibaldi - Porta Nuova;;;;
2019/2020;10;Stazione Centrale - Ponte Seveso;843;777;65;1
2019/2020;11;Isola;867;732;134;1
2019/2020;12;Maciachini - Maggiolina;1284;905;377;2
2019/2020;13;Greco - Segnano;616;405;209;2
2019/2020;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1722;1428;293;1
2019/2020;15;Bicocca;;;;
2019/2020;16;Gorla - Precotto;1460;904;553;3
2019/2020;17;Adriano;482;338;143;1
2019/2020;18;Cimiano - Rottole - Q.re Feltre;1027;715;307;5
2019/2020;19;Padova - Turro - Crescenzago;1227;718;508;1
2019/2020;20;Loreto - Casoretto - NoLo;1763;1118;642;3
2019/2020;21;Buenos Aires - Porta Venezia - Porta Monforte;1962;1715;241;6
2019/2020;22;Citta' studi;2218;1977;239;2
2019/2020;23;Lambrate - Ortica;824;733;90;1
2021/2022;1;Duomo;1020;901;118;1
2021/2022;2;Brera;1113;1005;104;4
2019/2020;24;Parco Forlanini - Cavriano;;;;
2019/2020;25;Corsica;794;694;99;1
2019/2020;26;XXII Marzo;1275;1087;188;
2019/2020;27;Pta Romana;338;302;36;
2019/2020;28;Umbria - Molise - Calvairate;443;335;106;2
2019/2020;29;Ortomercato;313;106;207;
2019/2020;30;Taliedo - Morsenchio - Q.re Forlanini;823;608;214;1
2019/2020;31;Monlue' - Ponte Lambro;199;88;111;
2019/2020;32;Triulzo Superiore;;;;
2019/2020;33;Rogoredo - Santa Giulia;420;286;133;1
2019/2020;34;Chiaravalle;;;;
2019/2020;35;Lodi - Corvetto;1810;1152;650;8
2019/2020;36;Scalo Romana;336;235;100;1
2019/2020;37;Morivione;420;327;93;
2019/2020;38;Vigentino - Q.re Fatima;694;540;152;2
2019/2020;39;Quintosole;;;;
2019/2020;40;Ronchetto delle Rane;;;;
2019/2020;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;855;612;241;2
2019/2020;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1186;849;333;4
2019/2020;43;Tibaldi;308;301;7;
2019/2020;44;Porta Ticinese - Conchetta;299;249;50;
2019/2020;45;Moncucco - San Cristoforo;368;281;86;1
2019/2020;46;Barona;392;222;167;3
2019/2020;47;Cantalupa;;;;
2019/2020;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;1097;878;216;3
2019/2020;49;Giambellino;655;332;322;1
2019/2020;50;Porta Genova;759;671;85;3
2019/2020;51;Porta Magenta;987;930;56;1
2019/2020;52;Bande Nere;1935;1525;404;6
2019/2020;53;Lorenteggio;1088;746;340;2
2019/2020;54;Muggiano;97;85;12;
2019/2020;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1076;738;330;8
2019/2020;56;Forze Armate;1130;844;285;1
2019/2020;57;San Siro;508;157;349;2
2019/2020;58;De Angeli - Monte Rosa;211;200;11;
2019/2020;59;Tre Torri;;;;
2019/2020;60;Stadio - Ippodromi;1628;874;751;3
2019/2020;61;Quarto Cagnino;301;246;55;
2019/2020;62;Quinto Romano;119;98;21;
2019/2020;63;Figino;153;105;46;2
2019/2020;64;Trenno;;;;
2019/2020;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1340;1120;217;3
2019/2020;66;QT 8;334;301;32;1
2019/2020;67;Portello;1114;1014;100;
2019/2020;68;Pagano;882;848;34;
2019/2020;69;Sarpi;1489;1225;263;1
2019/2020;70;Ghisolfa;;;;
2019/2020;71;Villapizzone - Cagnola - Boldinasco;2128;1324;798;6
2019/2020;72;Maggiore - Musocco - Certosa;309;213;96;
2019/2020;73;Cascina Merlata;;;;
2019/2020;74;Roserio;;;;
2019/2020;75;Stephenson;;;;
2019/2020;76;Quarto Oggiaro - Vialba - Musocco;978;599;378;1
2019/2020;77;Bovisa;720;460;260;
2019/2020;78;Farini;;;;
2019/2020;79;Dergano;1006;599;403;4
2019/2020;80;Affori;1047;578;459;10
2019/2020;81;Bovisasca;216;150;65;1
2019/2020;82;Comasina;448;277;170;1
2019/2020;83;Bruzzano;631;424;206;1
2019/2020;84;Parco Nord;84;74;10;
2019/2020;85;Parco delle Abbazie;;;;
2019/2020;86;Parco dei Navigli;;;;
2019/2020;87;Assiano;;;;
2019/2020;88;Parco Bosco in citta';;;;
2020/2021;1;Duomo;1064;947;116;1
2020/2021;2;Brera;1093;996;94;3
2020/2021;3;Giardini P.ta Venezia;;;;
2020/2021;4;Guastalla;1305;1247;58;
2020/2021;5;Porta Vigentina - Porta Lodovica;936;862;73;1
2020/2021;6;Porta Ticinese - Conca del Naviglio;775;663;110;2
2020/2021;7;Magenta - S.Vittore;1700;1603;94;3
2020/2021;8;Parco Sempione;;;;
2020/2021;9;Porta Garibaldi - Porta Nuova;;;;
2020/2021;10;Stazione Centrale - Ponte Seveso;982;884;96;2
2020/2021;11;Isola;683;589;94;
2020/2021;12;Maciachini - Maggiolina;1230;872;356;2
2020/2021;13;Greco - Segnano;608;394;213;1
2020/2021;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1720;1411;305;4
2020/2021;15;Bicocca;;;;
2020/2021;16;Gorla - Precotto;1447;934;510;3
2020/2021;17;Adriano;460;328;130;2
2020/2021;18;Cimiano - Rottole - Q.re Feltre;1009;705;300;4
2020/2021;19;Padova - Turro - Crescenzago;1081;639;442;
2020/2021;20;Loreto - Casoretto - NoLo;1545;942;599;4
2020/2021;21;Buenos Aires - Porta Venezia - Porta Monforte;1899;1672;223;4
2020/2021;22;Citta' studi;2166;1950;214;2
2020/2021;23;Lambrate - Ortica;809;724;84;1
2020/2021;24;Parco Forlanini - Cavriano;;;;
2020/2021;25;Corsica;902;815;86;1
2020/2021;26;XXII Marzo;1205;1008;195;2
2020/2021;27;Pta Romana;353;324;29;
2020/2021;28;Umbria - Molise - Calvairate;454;348;103;3
2020/2021;29;Ortomercato;308;103;204;1
2020/2021;30;Taliedo - Morsenchio - Q.re Forlanini;823;605;217;1
2020/2021;31;Monlue' - Ponte Lambro;180;69;111;
2020/2021;32;Triulzo Superiore;;;;
2020/2021;33;Rogoredo - Santa Giulia;380;263;116;1
2020/2021;34;Chiaravalle;;;;
2020/2021;35;Lodi - Corvetto;1686;1078;600;8
2020/2021;36;Scalo Romana;541;413;128;
2020/2021;37;Morivione;185;130;55;
2020/2021;38;Vigentino - Q.re Fatima;671;539;130;2
2020/2021;39;Quintosole;;;;
2020/2021;40;Ronchetto delle Rane;;;;
2020/2021;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;765;528;233;4
2020/2021;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1166;840;323;3
2020/2021;43;Tibaldi;325;317;8;
2020/2021;44;Porta Ticinese - Conchetta;260;216;44;
2020/2021;45;Moncucco - San Cristoforo;487;397;89;1
2020/2021;46;Barona;403;209;192;2
2020/2021;47;Cantalupa;;;;
2020/2021;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;1078;866;210;2
2020/2021;49;Giambellino;637;332;304;1
2020/2021;50;Porta Genova;731;650;76;5
2020/2021;51;Porta Magenta;1006;944;61;1
2020/2021;52;Bande Nere;1810;1374;426;10
2020/2021;53;Lorenteggio;1079;767;309;3
2020/2021;54;Muggiano;105;97;8;
2020/2021;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1072;684;379;9
2020/2021;56;Forze Armate;1136;861;273;2
2020/2021;57;San Siro;737;366;367;4
2020/2021;58;De Angeli - Monte Rosa;222;215;7;
2020/2021;59;Tre Torri;;;;
2020/2021;60;Stadio - Ippodromi;1564;861;700;3
2020/2021;61;Quarto Cagnino;306;255;51;
2020/2021;62;Quinto Romano;125;102;23;
2020/2021;63;Figino;149;95;52;2
2020/2021;64;Trenno;;;;
2020/2021;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1301;1090;206;5
2020/2021;66;QT 8;308;273;34;1
2020/2021;67;Portello;856;769;87;
2020/2021;68;Pagano;866;827;39;
2020/2021;69;Sarpi;1394;1191;201;2
2020/2021;70;Ghisolfa;;;;
2020/2021;71;Villapizzone - Cagnola - Boldinasco;1868;1140;725;3
2020/2021;72;Maggiore - Musocco - Certosa;496;323;173;
2020/2021;73;Cascina Merlata;;;;
2020/2021;74;Roserio;;;;
2020/2021;75;Stephenson;;;;
2020/2021;76;Quarto Oggiaro - Vialba - Musocco;1003;578;423;2
2020/2021;77;Bovisa;696;448;248;
2020/2021;78;Farini;;;;
2020/2021;79;Dergano;928;569;355;4
2020/2021;80;Affori;1015;586;420;9
2020/2021;81;Bovisasca;207;133;73;1
2020/2021;82;Comasina;409;236;173;
2020/2021;83;Bruzzano;616;413;202;1
2020/2021;84;Parco Nord;85;79;6;
2020/2021;85;Parco delle Abbazie;;;;
2020/2021;86;Parco dei Navigli;;;;
2020/2021;87;Assiano;;;;
2020/2021;88;Parco Bosco in citta';;;;
2022/2023;1;Duomo;993;881;112;
2022/2023;2;Brera;1072;955;113;4
2022/2023;3;Giardini P.ta Venezia;;;;
2022/2023;4;Guastalla;1275;1214;61;
2022/2023;5;Porta Vigentina - Porta Lodovica;889;827;62;
2022/2023;6;Porta Ticinese - Conca del Naviglio;729;627;100;2
2022/2023;7;Magenta - S.Vittore;1661;1552;107;2
2022/2023;8;Parco Sempione;;;;
2022/2023;9;Porta Garibaldi - Porta Nuova;;;;
2022/2023;10;Stazione Centrale - Ponte Seveso;585;500;85;
2022/2023;11;Isola;684;600;84;
2022/2023;12;Maciachini - Maggiolina;1106;771;334;1
2022/2023;13;Greco - Segnano;547;362;184;1
2022/2023;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1678;1375;298;5
2022/2023;15;Bicocca;;;;
2022/2023;16;Gorla - Precotto;1370;929;439;2
2022/2023;17;Adriano;463;322;141;
2022/2023;18;Cimiano - Rottole - Q.re Feltre;995;695;298;2
2022/2023;19;Padova - Turro - Crescenzago;1084;641;441;2
2022/2023;20;Loreto - Casoretto - NoLo;1327;811;514;2
2022/2023;21;Buenos Aires - Porta Venezia - Porta Monforte;2186;1946;239;1
2022/2023;22;Citta' studi;2587;2210;376;1
2022/2023;23;Lambrate - Ortica;791;710;80;1
2022/2023;24;Parco Forlanini - Cavriano;;;;
2022/2023;25;Corsica;755;646;109;
2022/2023;26;XXII Marzo;1123;951;171;1
2022/2023;27;Pta Romana;801;688;111;2
2022/2023;28;Umbria - Molise - Calvairate;;;;
2022/2023;29;Ortomercato;294;102;189;3
2022/2023;30;Taliedo - Morsenchio - Q.re Forlanini;870;644;225;1
2022/2023;31;Monlue' - Ponte Lambro;191;80;111;
2022/2023;32;Triulzo Superiore;;;;
2022/2023;33;Rogoredo - Santa Giulia;364;239;125;
2022/2023;34;Chiaravalle;;;;
2022/2023;35;Lodi - Corvetto;1974;1272;692;10
2022/2023;36;Scalo Romana;287;247;38;2
2022/2023;37;Morivione;324;209;115;
2022/2023;38;Vigentino - Q.re Fatima;525;458;65;2
2022/2023;39;Quintosole;;;;
2022/2023;40;Ronchetto delle Rane;;;;
2022/2023;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;772;518;251;3
2022/2023;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1042;753;287;2
2022/2023;43;Tibaldi;433;422;11;
