Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2023/2024;6;Porta Ticinese - Conca del Naviglio;434;363;71;
2023/2024;7;Magenta - S.Vittore;1256;1169;86;1
2023/2024;8;Parco Sempione;;;;
2023/2024;9;Porta Garibaldi - Porta Nuova;221;183;38;
2023/2024;10;Stazione Centrale - Ponte Seveso;417;392;25;
2023/2024;11;Isola;363;310;53;
2023/2024;12;Maciachini - Maggiolina;623;441;182;
2023/2024;13;Greco - Segnano;413;262;150;1
2023/2024;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;964;807;157;
2023/2024;15;Bicocca;;;;
2023/2024;16;Gorla - Precotto;609;383;224;2
2023/2024;17;Adriano;375;285;90;
2023/2024;18;Cimiano - Rottole - Q.re Feltre;549;371;178;
2023/2024;19;Padova - Turro - Crescenzago;571;376;195;
2023/2024;20;Loreto - Casoretto - NoLo;780;445;333;2
2023/2024;21;Buenos Aires - Porta Venezia - Porta Monforte;2426;2088;337;1
2023/2024;22;Citta' studi;867;800;67;
2023/2024;23;Lambrate - Ortica;318;315;3;
2023/2024;24;Parco Forlanini - Cavriano;;;;
2023/2024;25;Corsica;712;587;125;
2023/2024;26;XXII Marzo;871;732;138;1
2023/2024;27;Pta Romana;59;57;2;
2023/2024;28;Umbria - Molise - Calvairate;;;;
2023/2024;29;Ortomercato;158;55;103;
2023/2024;30;Taliedo - Morsenchio - Q.re Forlanini;395;251;144;
